"","CASE_NBR","CREATED","CLOSED","STATUS","TYPE","DESCRIPTION","address","LAT","LON"
"354",31432644,"2/23/2016 5:52:34 PM","","Open","Pavement","Pothole - 110641","2625 WILLOW WAY, Sacramento, CA, 95608",38.612078,-121.320097
"355",31432651,"2/23/2016 6:10:27 PM","","Open","Traffic Sign Complaints","Street Light Complaints","3531 BLUFF CT, Sacramento, CA, 95608",38.627939,-121.302436
"356",31432684,"2/24/2016 6:22:14 AM","","Open","Illegal Dumping","Illegal dumping - 110696","4450 MANZANITA AVE, Sacramento, CA, 95608",38.646307,-121.3277
"357",31432733,"2/24/2016 8:12:15 AM","","Open","Pavement","Pothole - 110713","4090 CONVAIR LINER RD, Sacramento, CA, 95655",38.724776,-120.809765
"358",31432765,"2/24/2016 8:32:39 AM","","Open","Pavement","Pothole Sidewalk Complaints","9498 DALTON WAY, Sacramento, CA, 95662",38.6712,-121.197107
"359",31432848,"2/24/2016 9:21:31 AM","","Open","Traffic Sign Complaints","Traffic Signal Complaints","7350 MADISON AVE, Sacramento, CA, 95628",38.643437,-121.268207
"360",31432874,"2/24/2016 9:37:44 AM","","Open","Traffic Sign Complaints","Street Light Complaints","8083 CRANWELL CT, Sacramento, CA, 95829",38.463993,-121.348403
"361",31432875,"2/24/2016 9:37:59 AM","","Open","Pavement","Pothole Sidewalk Complaints","4420 FLORIN RD, Sacramento, CA, 95823",38.495968,-121.45526
"362",31432898,"2/24/2016 9:52:17 AM","","Open","Traffic Sign Complaints","Street Light Complaints","9032 NEWHALL DR, Sacramento, CA, 95826",38.542988,-121.363196
"363",31432925,"2/24/2016 10:10:46 AM","","Open","Traffic Sign Complaints","Street Light Complaints","7845 DOMINION WAY, Sacramento, CA, 95626",38.711214,-121.41276
"364",31432943,"2/24/2016 10:22:08 AM","","Open","Traffic Sign Complaints","Street lighting - 110739","8141 RAMWOOD WAY, Sacramento, CA, 95662",38.690834,-121.260476
"365",31432944,"2/24/2016 10:22:08 AM","","Open","Traffic Sign Complaints","Street lighting - 110741","8141 RAMWOOD WAY, Sacramento, CA, 95662",38.690834,-121.260476
"366",31433011,"2/24/2016 11:22:07 AM","","Open","Pavement","Pothole Sidewalk Complaints","4820 FOSTER WAY, Sacramento, CA, 95608",38.630686,-121.352414
"367",31433065,"2/24/2016 11:52:49 AM","","Open","Pavement","Pavement","8509 LONON CT, Sacramento, CA, 95662",38.68493,-121.245765
"368",31433081,"2/24/2016 12:05:51 PM","","Open","Traffic Sign Complaints","Traffic Signal Complaints","3500 AUBURN BLVD, Sacramento, CA, 95821",38.637155,-121.382941
"369",31433106,"2/24/2016 12:23:53 PM","","Open","Traffic Sign Complaints","Street Light Complaints","11353 SABALO CT, Sacramento, CA, 95670",38.617265,-121.258787
"370",31433110,"2/24/2016 12:27:43 PM","","Open","Abandoned Vehicles","Abandoned Vehicle","4210 CORTRIGHT WAY, Sacramento, CA, 95660",38.695299,-121.367746
"371",31433119,"2/24/2016 12:32:08 PM","","Open","Graffiti","Graffiti - 110758","2307 WYDA WAY, Sacramento, CA, 95825",38.599976,-121.410269
"372",31433126,"2/24/2016 12:36:41 PM","","Open","Traffic Sign Complaints","Street Light Complaints","10166 MCCARRON WAY, Sacramento, CA, 95829",38.471119,-121.312493
"373",31433166,"2/24/2016 1:07:19 PM","","Open","Pavement","Ditches/Culverts","8741 NIPAWIN WAY, Sacramento, CA, 95662",38.705881,-121.233654
"374",31433202,"2/24/2016 1:34:30 PM","","Open","Pavement","Pothole Sidewalk Complaints","3437 S PORT DR, Sacramento, CA, 95826",38.550431,-121.361618
"375",31433215,"2/24/2016 1:49:03 PM","","Open","Abandoned Vehicles","Abandoned Vehicle","5412 ROCKWELL RD, Sacramento, CA, 95660",38.664793,-121.381278
"376",31433216,"2/24/2016 1:50:18 PM","","Open","Abandoned Vehicles","Abandoned Vehicle","5901 CHAPIN WAY, Sacramento, CA, 95824",38.519647,-121.451101
"377",31433333,"2/24/2016 3:26:09 PM","","Open","Traffic Sign Complaints","Street Light Complaints","4955 SADDLEROCK WAY, Sacramento, CA, 95841",38.656583,-121.348608
"378",31433351,"2/24/2016 3:38:24 PM","","Open","Traffic Sign Complaints","Traffic Signal Complaints","3050 MANLOVE RD, Sacramento, CA, 95826",38.553944,-121.372171
"379",31433428,"2/24/2016 4:47:48 PM","","Open","Tree","Tree Complaints","2438 WALNUT OAKS LN, Sacramento, CA, 95608",38.623273,-121.345998
"380",31433481,"2/24/2016 7:08:59 PM","","Open","Traffic Sign Complaints","Street Light Complaints","8829 BOLD RULER WAY, Sacramento, CA, 95628",38.643454,-121.26344
"381",31433482,"2/24/2016 7:12:12 PM","","Open","Traffic light","Traffic light - 110812","4201 MACEY DR, Sacramento, CA, 95841",38.641981,-121.360418
"382",31433494,"2/25/2016 1:32:12 AM","","Open","Traffic Sign Complaints","Street lighting - 110825","6155 39TH ST,Unit 1, Sacramento, CA, 95824",38.514525,-121.462679
"383",31433577,"2/25/2016 8:38:06 AM","","Open","Traffic light","Traffic light - 110879","4242 ALBERTVILLE WAY, Sacramento, CA, 95843",38.721882,-121.365607
"384",31433585,"2/25/2016 8:41:26 AM","","Open","Pavement","Pavement","3928 HENDERSON WAY, Sacramento, CA, 95608",38.636161,-121.334906
"385",31433623,"2/25/2016 9:13:43 AM","","Open","Sweeper Request","Sweeper Request","5412 47TH AVE,Unit 16, Sacramento, CA, 95824",38.510392,-121.442979
"386",31433626,"2/25/2016 9:16:00 AM","","Open","Pavement","Pothole Sidewalk Complaints","4200 RAMSEY DR, Sacramento, CA, 95660",38.696949,-121.367556
"387",31433647,"2/25/2016 9:34:28 AM","","Open","Pavement","Pothole Sidewalk Complaints","4308 COLLEGE VIEW WAY, Sacramento, CA, 95608",38.643032,-121.344125
"388",31433687,"2/25/2016 9:57:42 AM","","Open","Pavement","Pothole Sidewalk Complaints","1217 GREENHILLS RD, Sacramento, CA, 95864",38.587592,-121.384084
"389",31433696,"2/25/2016 10:04:31 AM","","Open","Traffic Sign Complaints","Street Light Complaints","7448 ESTEEM DR, Sacramento, CA, 95842",38.701631,-121.353202
"390",31433716,"2/25/2016 10:19:56 AM","","Open","Tree","Tree Complaints","11301 FAIR OAKS BLVD, Sacramento, CA, 95628",38.643454,-121.26344
"391",31433816,"2/25/2016 11:38:17 AM","","Open","Abandoned Vehicles","Abandoned Vehicle","5520 GENERALS PL, Sacramento, CA, 95660",38.724776,-120.809765
"392",31433870,"2/25/2016 12:15:59 PM","","Open","Pavement","Pothole Sidewalk Complaints","6011 ARD AVEN PL, Sacramento, CA, 95608",38.608542,-121.325435
"393",31433884,"2/25/2016 12:26:20 PM","","Open","Pavement","Ditches/Culverts","6133 W 2ND ST, Sacramento, CA, 95673",38.679194,-121.466172
"394",31433886,"2/25/2016 12:27:13 PM","","Open","Pavement","Ditches/Culverts","6143 W 2ND ST, Sacramento, CA, 95673",38.679376,-121.466172
"395",31433979,"2/25/2016 1:31:20 PM","","Open","Pavement","Pavement","3436 MAYFAIR DR, Sacramento, CA, 95864",38.583543,-121.38494
"396",31434029,"2/25/2016 2:03:12 PM","","Open","Abandoned Vehicles","Abandoned Vehicle","8141 GLEN COVE WAY, Sacramento, CA, 95828",38.462106,-121.375205
"397",31434030,"2/25/2016 2:03:37 PM","","Open","Pavement","Pavement","6408 FILBERT AVE, Sacramento, CA, 95662",38.682593,-121.216117
"398",31434050,"2/25/2016 2:18:06 PM","","Open","Traffic Sign Complaints","Street Light Complaints","5518 GEORGIA DR, Sacramento, CA, 95660",38.667594,-121.380275
"399",31434152,"2/25/2016 3:42:10 PM","","Open","Pavement","Pothole - 110944","5300 ALDORAE ST, Sacramento, CA, 95628",38.66108,-121.306423
"400",31434180,"2/25/2016 4:12:05 PM","","Open","Graffiti","Graffiti - 110956","10753 HOOD FRANKLIN RD, Sacramento, CA, 95639",38.367167,-121.514538
"401",31434199,"2/25/2016 4:25:22 PM","","Open","Pavement","Pothole Sidewalk Complaints","7601 EL RENO AVE, Sacramento, CA, 95673",38.643437,-121.268207
"402",31434215,"2/25/2016 4:46:48 PM","","Open","Traffic Sign Complaints","Street Light Complaints","5106 VISTA DEL ORO WAY, Sacramento, CA, 95628",38.643437,-121.268207
"403",31434219,"2/25/2016 4:49:53 PM","","Open","Traffic Sign Complaints","Street Light Complaints","7924 ROCKHURST WAY, Sacramento, CA, 95828",38.489264,-121.410842
"404",31434226,"2/25/2016 5:05:55 PM","","Open","Traffic Sign Complaints","Traffic Signal Complaints","9700 GOETHE RD, Sacramento, CA, 95827",38.554715,-121.336197
"405",31434284,"2/26/2016 6:45:24 AM","","Open","Abandoned Vehicles","Abandoned Vehicle","1104 MORSE AVE, Sacramento, CA, 95864",38.585314,-121.392312
"406",31434356,"2/26/2016 8:37:09 AM","","Open","Traffic Sign Complaints","Street Light Complaints","6321 OUTLOOK DR, Sacramento, CA, 95621",38.715083,-121.316921
"407",31434363,"2/26/2016 8:41:25 AM","","Open","Graffiti","Graffiti Private Property","2638 EL PASEO LN, Sacramento, CA, 95821",38.618966,-121.400854
"408",31434399,"2/26/2016 9:09:05 AM","","Open","Tree","Tree Complaints","2209 IONE ST, Sacramento, CA, 95864",38.605334,-121.371164
"409",31434404,"2/26/2016 9:13:19 AM","","Open","Tree","Tree Complaints","7181 PALACE CIR, Sacramento, CA, 95628",38.659442,-121.296224
"410",31434421,"2/26/2016 9:24:14 AM","","Open","Traffic Sign Complaints","Street Light Complaints","6235 39TH ST, Sacramento, CA, 95824",38.513047,-121.462677
"411",31434464,"2/26/2016 9:53:54 AM","","Open","Pavement","Pothole Sidewalk Complaints","7200 WINDING WAY, Sacramento, CA, 95628",38.643437,-121.268207
"412",31434621,"2/26/2016 11:54:23 AM","","Open","Abandoned Vehicles","Abandoned Vehicle","4210 CORTRIGHT WAY, Sacramento, CA, 95660",38.695299,-121.367746
"413",31434761,"2/26/2016 1:37:49 PM","","Open","Traffic Sign Complaints","Street Light Complaints","4205 GLASCOW DR, Sacramento, CA, 95660",38.682447,-121.36754
"414",31434785,"2/26/2016 2:01:35 PM","","Open","Pavement","Ditches/Culverts","440 Q ST, Sacramento, CA, 95673",38.698313,-121.456162
"415",31434833,"2/26/2016 2:39:07 PM","","Open","Pavement","Pothole Sidewalk Complaints","4728 KEEMA AVE, Sacramento, CA, 95842",38.687529,-121.354818
"416",31434837,"2/26/2016 2:41:54 PM","","Open","Pavement","Pothole Sidewalk Complaints","7624 9TH ST, Sacramento, CA, 95626",38.705497,-121.445638
"417",31434838,"2/26/2016 2:42:21 PM","","Open","Abandoned Vehicles","Abandoned Vehicle","5500 47TH AVE, Sacramento, CA, 95824",38.510472,-121.440768
"418",31434863,"2/26/2016 3:06:36 PM","","Open","Pavement","Pavement","11511 SODA SPRINGS WAY, Sacramento, CA, 95670",38.622876,-121.250893
"419",31434874,"2/26/2016 3:13:52 PM","","Open","Traffic Sign Complaints","Street Light Complaints","7613 OAK TOP WAY, Sacramento, CA, 95628",38.643437,-121.268207
"420",31435018,"2/26/2016 6:45:37 PM","","Open","Traffic Sign Complaints","Street Light Complaints","7531 MONOGRAM DR, Sacramento, CA, 95842",38.701214,-121.349529
"421",31435026,"2/26/2016 7:07:59 PM","","Open","Traffic Sign Complaints","Street Light Complaints","4918 LAVELLE WAY, Sacramento, CA, 95841",38.656101,-121.357823
"422",31435037,"2/26/2016 9:21:11 PM","","Open","Traffic Sign Complaints","Street Light Complaints","5419 LEQUEL WAY, Sacramento, CA, 95608",38.630382,-121.339104
"423",31435050,"2/26/2016 10:32:14 PM","","Open","Traffic Sign Complaints","Street lighting - 111138","8278 GWINHURST CIR, Sacramento, CA, 95828",38.457432,-121.384005
"424",31435053,"2/26/2016 10:42:07 PM","","Open","Traffic Sign Complaints","Street lighting - 111139","8278 GWINHURST CIR, Sacramento, CA, 95828",38.457432,-121.384005
"425",31435059,"2/27/2016 8:11:29 AM","","Open","Abandoned Vehicles","Abandoned Vehicle","5586 KEONCREST CIR,Unit 4, Sacramento, CA, 95841",38.67251,-121.335646
"426",31435119,"2/27/2016 2:32:06 PM","","Open","Tree","Tree - 111212","2632 FULTON AVE, Sacramento, CA, 95821",38.613858,-121.401498
"427",31435154,"2/27/2016 5:56:03 PM","","Open","Abandoned Vehicles","Abandoned Vehicle","9556 MOSS HILL WAY, Sacramento, CA, 95829",38.657052,-121.445182
"428",31435179,"2/28/2016 12:53:30 AM","","Open","Traffic Sign Complaints","Street Light Complaints","4244 CALLANAN CT, Sacramento, CA, 95608",38.642984,-121.316858
"429",31435180,"2/28/2016 1:20:24 AM","","Open","Graffiti","Graffiti - 111163","9200 GREENBACK LN, Sacramento, CA, 95662",38.67825,-121.211615
"430",31435215,"2/28/2016 11:02:09 AM","","Open","Graffiti","Graffiti - 111298","3957 GREY LIVERY WAY, Sacramento, CA, 95843",38.707442,-121.379706
"431",31435226,"2/28/2016 11:32:07 AM","","Open","Traffic light","Traffic light - 111304","9416 MARIUS WAY, Sacramento, CA, 95829",38.457901,-121.349123
"432",31435229,"2/28/2016 11:52:04 AM","","Open","Graffiti","Graffiti - 111308","8039 GOLDEN VISTA WAY, Sacramento, CA, 95843",38.715902,-121.344009
"433",31435249,"2/28/2016 1:23:20 PM","","Open","Graffiti","Graffiti Private Property","8780 MADISON AVE, Sacramento, CA, 95628",38.643454,-121.26344
"434",31435329,"2/28/2016 6:49:27 PM","","Open","Graffiti","Graffiti Public Right of Way","7111 WINDING WAY, Sacramento, CA, 95628",38.643437,-121.268207
"435",31435342,"2/28/2016 8:32:08 PM","","Open","Graffiti","Graffiti - 111356","4758 DEL HABRA WAY, Sacramento, CA, 95608",38.651976,-121.314912
